inspection_id,license_id,application_number,inspection_type,scheduled_date,inspection_result,assigned_team,remarks
77e30712-7544-4138-b1ce-937e60ca6c98,55feddb9-0ee1-4182-b02a-4c77362acc5d,PMC-BPA-2026-000050,desk_review,2026-03-04,conditional,license_inspection,Plan scrutiny linked to plot metadata and geotag. Draft saved by desk operator. Ward context: Dhole Patil.
aa0ddcde-3773-4a3c-8b12-31d3e58d906e,a965c7da-3bea-4632-a8a2-817b7ecf5847,PMC-TRD-2026-000051,desk_review,2026-03-17,satisfactory,fire_referral_cell,Trade activity verified against property use and frontage. Approved after review and document check. Ward context: Kothrud Bavdhan.
3abccde4-8e94-4e5a-8d44-e5bebed41bfd,e93449ee-1523-4c1e-977c-aa6f0363ee48,PMC-TRD-2026-000052,site_visit,2026-01-28,satisfactory,fire_referral_cell,Trade activity verified against property use and frontage. Approved after review and document check. Ward context: Kasba Vishrambagwada.
9d354cef-6919-4e52-8301-08c5f0190d0f,94604e34-738c-4644-bb05-ec99beb0a583,PMC-TRD-2026-000054,joint_inspection,2025-12-15,pending,health_section,Trade activity verified against property use and frontage. Submitted to ward workflow queue. Ward context: Sinhagad Road.
8b7ea1f4-befa-4420-b353-9d1547a07e74,6af7ba1f-7a9d-48b6-863e-653306a3ea3e,BMC-BPA-2026-000055,joint_inspection,2026-03-03,deficient,license_inspection,Plan scrutiny linked to plot metadata and geotag. Marked under review by licensing officer. Ward context: D Ward.
914c7680-edc2-4a75-8736-657e39d2fa69,0cd1c8ea-0e6c-4192-ba90-cef507c479b2,PMC-HLT-2026-000056,joint_inspection,2025-12-10,pending,health_section,Health clearance routed for departmental review. Approved after review and document check. Ward context: Sinhagad Road.
dbd6244b-c6b0-4b45-938a-295a073d607b,bdb37899-38da-49c5-9623-29e73ce35bab,PMC-TRD-2026-000057,site_visit,2026-02-15,pending,ward_engineering,Trade activity verified against property use and frontage. Draft saved by desk operator. Ward context: Shivajinagar Ghole Road.
bb8ce621-380d-404f-9568-5d4267ee4db3,1b184fec-c6ac-4bb2-b2c9-6fe85581cc44,BMC-HLT-2026-000059,site_visit,2026-02-10,conditional,ward_engineering,Health clearance routed for departmental review. Approved after review and document check. Ward context: H/E Ward.
8e2de6ee-0315-4ea5-ab39-583201130b24,f314c692-b4d6-4f13-b423-56f5a6db2882,BMC-BPA-2026-000060,site_visit,2026-01-31,pending,license_inspection,Plan scrutiny linked to plot metadata and geotag. Marked under review by licensing officer. Ward context: G/N Ward.
70687454-181e-4324-8ee2-f9c317a57d04,e0d6989c-b45f-4778-aa88-97b1742c9a6d,BMC-SBD-2026-000061,desk_review,2026-02-07,pending,fire_referral_cell,Signage dimensions and road setback to be verified. Marked under review by licensing officer. Ward context: N Ward.
70ab79ad-104c-450c-a182-54f7fd1edf24,24482cd4-7d90-4828-b37f-3ea3f29788bf,BMC-TRD-2026-000063,desk_review,2026-01-15,deficient,health_section,Trade activity verified against property use and frontage. Submitted to ward workflow queue. Ward context: P/S Ward.
1dc1f03f-7b09-41f9-a114-264e51b54ecf,fbe68d7e-ddd1-4dd6-974b-14c27bb71cf0,BMC-FIR-2026-000064,site_visit,2026-01-19,deficient,health_section,Fire compliance referral generated for joint review. Approved after review and document check. Ward context: F/S Ward.
3940cf26-20e8-4c4d-9253-973d77667cb6,0ebc70f5-a28b-4bf7-bcc6-2305ee804971,BMC-TRD-2026-000065,desk_review,2026-03-05,pending,fire_referral_cell,Trade activity verified against property use and frontage. Approved after review and document check. Ward context: S Ward.
34beff6d-0d13-416a-bffc-8b73a615ef66,423e2945-3e97-40c3-9832-044515edfc59,PMC-OCC-2026-000067,desk_review,2025-12-27,satisfactory,ward_engineering,Occupancy workflow depends on completion and inspection evidence. Submitted to ward workflow queue. Ward context: Yerwada Kalas Dhanori.
f9a6d71c-634e-4b1f-9f8c-c0356dd430d4,59afd445-c4e1-4fd9-882e-cb12ab61b37d,PMC-EST-2026-000068,site_visit,2025-12-15,satisfactory,health_section,Estate and title review required before disposal. Approved after review and document check. Ward context: Bhavani Peth.
a1a16dc4-8820-496d-a635-63c1933ff9da,490f4db4-2d57-4b05-a5ce-7e65f2bf3fdf,BMC-TRD-2026-000069,site_visit,2026-03-04,deficient,fire_referral_cell,Trade activity verified against property use and frontage. Approved after review and document check. Ward context: R/N Ward.
b7036ce7-aee5-4950-8ec0-85b71fe55d9a,9428b610-98a1-4188-9a1b-b342f737fe90,PMC-BPA-2026-000071,site_visit,2026-03-21,satisfactory,license_inspection,Plan scrutiny linked to plot metadata and geotag. Draft saved by desk operator. Ward context: Dhankawadi Sahakarnagar.
788ffdff-279c-46ac-8edd-f6bef9467842,28042598-d738-481e-80d6-3166d66c0cea,BMC-TRD-2026-000074,site_visit,2025-12-15,satisfactory,health_section,Trade activity verified against property use and frontage. Approved after review and document check. Ward context: F/N Ward.
bbaee05c-7abc-4f94-aa77-b4571055a1ca,96f4bcaf-7595-4cba-be10-f65307bac098,PMC-BPA-2026-000076,site_visit,2025-12-02,satisfactory,ward_engineering,Plan scrutiny linked to plot metadata and geotag. Approved after review and document check. Ward context: Sinhagad Road.
7e83f4e6-5f9c-4fe6-8bda-10952582a1e7,f4aab9ae-f89c-4f1e-a921-3a945bd8901d,PMC-TRD-2026-000078,desk_review,2026-03-03,deficient,fire_referral_cell,Trade activity verified against property use and frontage. Marked under review by licensing officer. Ward context: Bibwewadi.
82606b0d-4a59-4bbe-9b93-3567cf1682aa,6d7f01d5-6648-41fd-b7a4-73deaeb2d94b,PMC-STO-2026-000079,joint_inspection,2026-04-03,satisfactory,license_inspection,Storage and safety conditions to be confirmed on site. Submitted to ward workflow queue. Ward context: Nagar Road Vadgaon Sheri.
014aa7e2-9894-4966-8715-b398d481397f,a7c9c152-dd55-4fe7-8df5-6fb5968f2273,BMC-BPA-2026-000080,joint_inspection,2026-01-06,pending,health_section,Plan scrutiny linked to plot metadata and geotag. Approved after review and document check. Ward context: C Ward.
42dc77f4-9c57-4d31-b113-e85739a5f602,c9a18c0f-2412-414e-b13c-2d6efe330026,PMC-BPA-2026-000081,joint_inspection,2026-01-12,satisfactory,license_inspection,Plan scrutiny linked to plot metadata and geotag. Approved after review and document check. Ward context: Kothrud Bavdhan.
750d1bd2-0cfd-4b1a-bb50-154e0df70e13,3759d55c-e107-4114-9e2e-94ed29127679,PMC-FIR-2026-000083,desk_review,2026-01-20,satisfactory,health_section,Fire compliance referral generated for joint review. Submitted to ward workflow queue. Ward context: Nagar Road Vadgaon Sheri.
de78d02c-29cb-4bfa-afeb-0453f69a9d58,159a330d-ad60-4688-aa19-f3dee1a40d49,BMC-HLT-2026-000085,site_visit,2026-03-01,satisfactory,license_inspection,Health clearance routed for departmental review. Marked under review by licensing officer. Ward context: R/C Ward.
e7739f34-633a-4f1d-b3ca-648fcc2aab06,5dc21c99-7a67-4998-8b92-112c079ee857,BMC-HLT-2026-000087,site_visit,2026-01-30,satisfactory,license_inspection,Health clearance routed for departmental review. Marked under review by licensing officer. Ward context: N Ward.
a700a29f-ffcc-4f82-8dc3-9eadf7097bbe,64e87c9b-971c-4c56-a7cc-56ecae06f1fb,PMC-HLT-2026-000091,site_visit,2025-12-15,pending,license_inspection,Health clearance routed for departmental review. Submitted to ward workflow queue. Ward context: Tilak Road.
8550ced8-5a1f-4eed-b03d-26cbabeb4f8c,2ea6be36-79db-4c5f-bb7d-dbe97dda8a42,PMC-EST-2026-000092,desk_review,2026-04-02,satisfactory,license_inspection,Estate and title review required before disposal. Approved after review and document check. Ward context: Nagar Road Vadgaon Sheri.
1e68264f-8903-4a10-8a40-4d739736e8c8,3642bf3b-7cdd-45fb-a75f-921ae7a8db30,PMC-TRD-2026-000093,joint_inspection,2026-03-28,conditional,license_inspection,Trade activity verified against property use and frontage. Marked under review by licensing officer. Ward context: Shivajinagar Ghole Road.
3da4a833-b4b7-4c90-83c4-b3561b5de522,5a2aff39-12de-4c60-baab-8ef44a636d79,BMC-EST-2026-000094,site_visit,2026-04-17,satisfactory,ward_engineering,Estate and title review required before disposal. Submitted to ward workflow queue. Ward context: R/C Ward.
11d85cb2-613e-4e51-ba30-5b4a22a1f0c9,1456d8cd-796a-4a39-b854-a828952cef21,BMC-HLT-2026-000095,joint_inspection,2025-12-03,pending,license_inspection,Health clearance routed for departmental review. Approved after review and document check. Ward context: P/S Ward.
a3d32ea3-d23a-42f8-ac10-bae912143952,52d78878-38e7-49fb-b79c-a42105ae68c8,BMC-STO-2026-000097,desk_review,2025-11-22,satisfactory,fire_referral_cell,Storage and safety conditions to be confirmed on site. Submitted to ward workflow queue. Ward context: G/N Ward.
2ed4c274-c786-4543-bfd7-b8438c4dbb6d,f47e9682-0e62-46d2-bf97-d8346425ec0e,PMC-HLT-2026-000098,site_visit,2026-04-03,conditional,ward_engineering,Health clearance routed for departmental review. Draft saved by desk operator. Ward context: Dhole Patil.
63d2f40d-ee74-48ac-ab73-195639e907fc,515722d2-6862-4c23-9946-45e8898e59f2,PMC-EST-2026-000102,desk_review,2026-03-22,conditional,health_section,Estate and title review required before disposal. Submitted to ward workflow queue. Ward context: Nagar Road Vadgaon Sheri.
4a751be3-151c-44e3-8499-5712ee53e804,29019702-9a43-4050-b089-b8ca6040dcc4,BMC-BPA-2026-000103,site_visit,2026-01-12,satisfactory,license_inspection,Plan scrutiny linked to plot metadata and geotag. Marked under review by licensing officer. Ward context: G/S Ward.
3cfcfb55-1750-4bfb-bdcb-842a8e9dbbc0,18541fc0-987e-41c6-8e4f-396c0fe2cd31,PMC-BPA-2026-000104,desk_review,2025-12-18,satisfactory,health_section,Plan scrutiny linked to plot metadata and geotag. Approved after review and document check. Ward context: Kondhwa Yewalewadi.
892ca53d-aaec-42a4-9407-98db7731a4c3,06f15931-7867-40fb-89c4-0fc85e2d86b6,BMC-SBD-2026-000105,joint_inspection,2026-03-06,satisfactory,license_inspection,Signage dimensions and road setback to be verified. Submitted to ward workflow queue. Ward context: H/E Ward.
5e2d7072-a2c9-4dfd-b380-57d29c479e1e,8fcd71c8-a8f6-4390-ad6d-759eee4cf512,PMC-STO-2026-000108,desk_review,2025-12-25,deficient,license_inspection,Storage and safety conditions to be confirmed on site. Draft saved by desk operator. Ward context: Aundh Baner.
62c75c09-ddae-4192-9272-db2c5c8b59ad,0c74ef8e-6fe0-447b-83b8-31392072ee2f,PMC-TRD-2026-000109,joint_inspection,2026-01-12,pending,license_inspection,Trade activity verified against property use and frontage. Marked under review by licensing officer. Ward context: Sinhagad Road.
6fa594d5-ce3f-4086-a0b7-2bb5d5ae89f2,dd0b7e93-9061-4280-b17a-61a5cf7e3a06,PMC-FIR-2026-000110,joint_inspection,2026-01-11,satisfactory,license_inspection,Fire compliance referral generated for joint review. Marked under review by licensing officer. Ward context: Kondhwa Yewalewadi.
1112c5d9-f5ec-4f2b-8db5-a417280d3d91,4e557a7d-6619-4bc5-8a4f-1c7ae9548ede,BMC-BPA-2026-000112,joint_inspection,2026-04-12,satisfactory,health_section,Plan scrutiny linked to plot metadata and geotag. Submitted to ward workflow queue. Ward context: E Ward.
70abeb16-bda4-40ff-ae58-cc0c23e61cde,108cd829-ec07-426c-b349-9c60f7ddba4a,BMC-TRD-2026-000116,desk_review,2025-11-16,deficient,health_section,Trade activity verified against property use and frontage. Marked under review by licensing officer. Ward context: K/W Ward.
08606cd9-1e7f-48b0-be87-570f0466b764,5bfc3e54-7dcb-47d5-9479-e18a30c50310,PMC-SBD-2026-000119,site_visit,2026-01-05,pending,license_inspection,Signage dimensions and road setback to be verified. Marked under review by licensing officer. Ward context: Kasba Vishrambagwada.
ea4e83c0-b293-4688-a6ce-6d958f78e9d5,13fcfa15-7d6d-45b2-92ea-c113bf81bfae,BMC-TRD-2026-000122,site_visit,2025-12-15,satisfactory,health_section,Trade activity verified against property use and frontage. Approved after review and document check. Ward context: S Ward.
b4c30236-0813-4b6a-a479-f807e3db5670,4c798374-5cdc-483f-aa99-f60ee5a97455,PMC-STO-2026-000123,site_visit,2026-01-28,satisfactory,license_inspection,Storage and safety conditions to be confirmed on site. Approved after review and document check. Ward context: Hadapsar Mundhwa.
19c58ce7-b1d9-413a-8c81-0f00b69d533f,e6ae3f23-70df-479d-a6ed-316276c6b673,PMC-SBD-2026-000125,site_visit,2025-11-14,satisfactory,ward_engineering,Signage dimensions and road setback to be verified. Returned or rejected after scrutiny due to deficiency. Ward context: Sinhagad Road.
