inspection_id,license_id,application_number,inspection_type,scheduled_date,inspection_result,assigned_team,remarks
ca22a7b8-96c4-47c6-8d11-fad3b71fcca2,8412d15a-3bfa-4fb9-95f7-930544c113a5,PMC-TRD-2026-000054,desk_review,2025-11-25,conditional,license_inspection,Trade activity verified against property use and frontage. Submitted to ward workflow queue. Ward context: Hadapsar Mundhwa.
16136605-7806-466d-b453-faa63bc7ea75,6d79b437-a756-4e66-ae9c-2c4212a6177c,PMC-BPA-2026-000056,joint_inspection,2026-01-04,satisfactory,fire_referral_cell,Plan scrutiny linked to plot metadata and geotag. Marked under review by licensing officer. Ward context: Sinhagad Road.
ed6bd11a-89d1-4afc-9b3e-60431510f23f,863e3bda-1e56-43d3-9be5-fb9a934261b5,PMC-OCC-2026-000058,site_visit,2026-03-29,pending,fire_referral_cell,Occupancy workflow depends on completion and inspection evidence. Returned or rejected after scrutiny due to deficiency. Ward context: Bibwewadi.
a1add81d-fd8f-48b0-a1c2-5355e5f93fef,8100f0d2-c8ec-4086-9d5a-3028f6dea498,PMC-BPA-2026-000059,site_visit,2026-02-09,satisfactory,license_inspection,Plan scrutiny linked to plot metadata and geotag. Draft saved by desk operator. Ward context: Sinhagad Road.
32f83071-aa3e-46db-a971-f88bebe987be,4e1dcf0d-0600-4579-899c-14f7201502e7,PMC-EST-2026-000061,desk_review,2026-04-04,conditional,ward_engineering,Estate and title review required before disposal. Marked under review by licensing officer. Ward context: Kasba Vishrambagwada.
c1b7ef87-ba78-4957-a73b-ec10a8f54165,f15123da-2778-45fc-a10a-a9cee7fcecc5,PMC-BPA-2026-000062,joint_inspection,2026-02-05,satisfactory,health_section,Plan scrutiny linked to plot metadata and geotag. Marked under review by licensing officer. Ward context: Wanowrie Ramtekdi.
a7d169ee-dedc-4312-aa62-a82f42c728d3,a6dc0761-eddc-4f06-acf6-c31a380f42da,BMC-BPA-2026-000066,desk_review,2026-01-31,satisfactory,ward_engineering,Plan scrutiny linked to plot metadata and geotag. Submitted to ward workflow queue. Ward context: E Ward.
637836fb-a8dc-4860-af9b-fc07d581250c,02a8b503-12b6-49d5-8d48-b85d76931fb6,BMC-FIR-2026-000068,site_visit,2025-11-23,satisfactory,license_inspection,Fire compliance referral generated for joint review. Approved after review and document check. Ward context: K/W Ward.
582c0161-d1a3-4223-b266-10cab2a23400,b35b6c74-2b10-45d7-9af0-371f46af13fd,PMC-TRD-2026-000069,site_visit,2026-01-31,conditional,health_section,Trade activity verified against property use and frontage. Returned or rejected after scrutiny due to deficiency. Ward context: Yerwada Kalas Dhanori.
f9305ca9-98a8-4af2-a3bd-12ef53659c4e,778830f3-f0b6-465f-b27d-bd818e143750,BMC-BPA-2026-000070,site_visit,2026-03-26,deficient,ward_engineering,Plan scrutiny linked to plot metadata and geotag. Draft saved by desk operator. Ward context: K/W Ward.
ba54da26-7302-4ebd-9749-2be68b7c989a,a0b6b078-74f4-485c-9863-6714aaeb9b76,PMC-BPA-2026-000071,joint_inspection,2026-01-27,satisfactory,health_section,Plan scrutiny linked to plot metadata and geotag. Submitted to ward workflow queue. Ward context: Kasba Vishrambagwada.
dd7ddada-db1a-4e5a-8176-2135305db17d,6e8a29da-2124-473e-a5ea-0a690d26eabd,BMC-STO-2026-000073,site_visit,2025-12-06,pending,health_section,Storage and safety conditions to be confirmed on site. Draft saved by desk operator. Ward context: F/N Ward.
e11c1569-c373-4f81-8213-5a255daf787d,4a44545b-55cf-4040-9ffe-781f38fe6a82,PMC-FIR-2026-000075,desk_review,2025-12-10,conditional,health_section,Fire compliance referral generated for joint review. Marked under review by licensing officer. Ward context: Sinhagad Road.
2c0617d7-7bcb-4486-8558-ec1d832dd5b6,e65aae2f-46b2-41f2-b4c1-be974efb3d39,BMC-BPA-2026-000077,joint_inspection,2026-01-14,deficient,health_section,Plan scrutiny linked to plot metadata and geotag. Returned or rejected after scrutiny due to deficiency. Ward context: G/N Ward.
eec9b502-5610-4a39-86a9-0b1c1d365b0f,fc88f539-52fa-404b-992d-a02e5b586f43,BMC-BPA-2026-000081,site_visit,2025-12-22,satisfactory,health_section,Plan scrutiny linked to plot metadata and geotag. Approved after review and document check. Ward context: P/N Ward.
09f991b5-ea2a-40f3-91ef-c84d7377943b,50faff97-d4e4-49b1-8bab-cd83bda07301,PMC-TRD-2026-000083,joint_inspection,2025-11-06,conditional,license_inspection,Trade activity verified against property use and frontage. Approved after review and document check. Ward context: Kasba Vishrambagwada.
ad92d063-456e-4ce2-be8b-e23ac1834805,953cf567-d480-407f-9243-8797f8980657,PMC-FIR-2026-000084,site_visit,2026-01-16,satisfactory,license_inspection,Fire compliance referral generated for joint review. Marked under review by licensing officer. Ward context: Sinhagad Road.
ff3b205d-50cf-44a9-8310-e6fb76693563,ee1b031a-0dbb-4a55-b21c-0b277e4d5c6a,BMC-STO-2026-000086,joint_inspection,2026-03-31,deficient,fire_referral_cell,Storage and safety conditions to be confirmed on site. Submitted to ward workflow queue. Ward context: P/S Ward.
c6c8f771-7d7c-44bb-939a-9bb8c3ba3032,eed70d1d-99da-47da-8acc-a51012b42341,BMC-TRD-2026-000087,site_visit,2025-11-10,pending,license_inspection,Trade activity verified against property use and frontage. Marked under review by licensing officer. Ward context: H/W Ward.
2df295b2-a5b8-478c-bea9-6ff9faa1d475,8a597b6c-d7eb-453c-ba3c-0e1c4a170e89,BMC-SBD-2026-000089,joint_inspection,2026-02-25,satisfactory,license_inspection,Signage dimensions and road setback to be verified. Draft saved by desk operator. Ward context: G/S Ward.
57356740-9427-4b29-b137-d28df425ba33,840b6830-9fd2-441e-bb98-f1d90aa767de,PMC-TRD-2026-000090,site_visit,2025-11-17,pending,health_section,Trade activity verified against property use and frontage. Submitted to ward workflow queue. Ward context: Kothrud Bavdhan.
f2922e27-3609-42ef-b993-c9402e8c5d53,ca2a3865-c0d2-4765-a511-fdc644dc55db,BMC-STO-2026-000093,site_visit,2025-11-30,pending,fire_referral_cell,Storage and safety conditions to be confirmed on site. Submitted to ward workflow queue. Ward context: M/W Ward.
c2b63b09-56e0-4452-8cf6-622a2bfe00df,a1edd8c0-6ae9-414e-9027-9f9de04ed12f,BMC-SBD-2026-000094,site_visit,2025-11-16,conditional,ward_engineering,Signage dimensions and road setback to be verified. Submitted to ward workflow queue. Ward context: H/W Ward.
54479393-f67d-400f-a0da-d3d1134cb4ae,7f3df561-f686-4fe1-ac66-c1c5c9bd1717,PMC-TRD-2026-000095,desk_review,2026-02-11,deficient,ward_engineering,Trade activity verified against property use and frontage. Submitted to ward workflow queue. Ward context: Hadapsar Mundhwa.
7132e4e2-3772-431a-875b-ba3cd62367bb,8fe05513-6b90-4374-8260-30d7829e04b2,BMC-TRD-2026-000096,desk_review,2026-01-27,satisfactory,ward_engineering,Trade activity verified against property use and frontage. Marked under review by licensing officer. Ward context: F/S Ward.
d728eeb6-8caa-4f65-87e4-7ef38b604086,2d97e853-e8dc-4648-90e6-17f30b76aab8,PMC-BPA-2026-000097,joint_inspection,2025-12-31,satisfactory,ward_engineering,Plan scrutiny linked to plot metadata and geotag. Marked under review by licensing officer. Ward context: Nagar Road Vadgaon Sheri.
58418b00-bcaa-45d0-903e-bf847a69024e,d1cf2a98-55ed-40f7-be2d-a0fa84362983,PMC-BPA-2026-000098,desk_review,2025-12-16,pending,ward_engineering,Plan scrutiny linked to plot metadata and geotag. Marked under review by licensing officer. Ward context: Aundh Baner.
551e03d4-d8a5-4846-8b63-9c566ee05825,fae4e9ef-568e-48ce-a0f0-1637d55b9359,PMC-SBD-2026-000104,site_visit,2026-03-12,satisfactory,health_section,Signage dimensions and road setback to be verified. Approved after review and document check. Ward context: Tilak Road.
281cd1fe-5c0b-4acc-9b93-fd06c1c90ebf,06b03403-5b08-4a83-9329-8cfb709ef5f1,PMC-STO-2026-000105,site_visit,2026-03-26,satisfactory,health_section,Storage and safety conditions to be confirmed on site. Approved after review and document check. Ward context: Tilak Road.
632c6e70-0172-4660-98af-8411ff9b6839,373926ca-31f3-4b64-b524-e9f50e5945d5,PMC-FIR-2026-000106,desk_review,2026-01-23,pending,license_inspection,Fire compliance referral generated for joint review. Submitted to ward workflow queue. Ward context: Kasba Vishrambagwada.
536744c4-998f-4701-bdaa-97f40b1ae6b0,812b9d12-e4e7-4ecd-b753-23d9a529683a,BMC-BPA-2026-000107,desk_review,2026-03-12,conditional,health_section,Plan scrutiny linked to plot metadata and geotag. Marked under review by licensing officer. Ward context: R/C Ward.
3453ff6c-35d7-49a6-8c98-acb1e7fa4c2e,d0f7a8d8-877b-464f-9ebf-fb7d38b05be3,PMC-OCC-2026-000108,joint_inspection,2025-11-19,pending,health_section,Occupancy workflow depends on completion and inspection evidence. Returned or rejected after scrutiny due to deficiency. Ward context: Sinhagad Road.
d639cdf8-cb43-4db6-9086-be6c0649ab2f,9713beed-5aab-4616-a396-925f608cec29,BMC-TRD-2026-000109,desk_review,2025-12-02,satisfactory,health_section,Trade activity verified against property use and frontage. Submitted to ward workflow queue. Ward context: L Ward.
e6f03c30-c3fc-4bfb-bfae-81fd68981360,155d19d6-f7af-41b8-a0d1-572bf48cb123,BMC-TRD-2026-000110,desk_review,2025-12-22,satisfactory,fire_referral_cell,Trade activity verified against property use and frontage. Marked under review by licensing officer. Ward context: G/N Ward.
65e8b003-25bc-4dbd-b03a-9a527b790573,4ef32ac2-3796-4632-a0a8-283a44e418c5,BMC-BPA-2026-000112,desk_review,2026-02-13,deficient,fire_referral_cell,Plan scrutiny linked to plot metadata and geotag. Approved after review and document check. Ward context: M/W Ward.
754fb3ec-6fc0-4c54-b11e-ca7c6b87b47f,c3504d1d-5656-49f5-b1b1-27c8d7ad06c2,BMC-OCC-2026-000117,desk_review,2026-02-15,conditional,fire_referral_cell,Occupancy workflow depends on completion and inspection evidence. Submitted to ward workflow queue. Ward context: M/W Ward.
6a09dc94-9d0a-40b9-a7b2-e2b4f654f5aa,05f3d8e5-2b7b-4a60-8514-bee2f4dccf3b,BMC-TRD-2026-000119,desk_review,2026-02-07,deficient,fire_referral_cell,Trade activity verified against property use and frontage. Submitted to ward workflow queue. Ward context: F/N Ward.
c7bb4272-cb94-4acd-ad92-1d7c89ec8672,98bb1275-75e6-48a5-841e-9cea27c43e9b,PMC-OCC-2026-000120,desk_review,2026-04-04,pending,ward_engineering,Occupancy workflow depends on completion and inspection evidence. Marked under review by licensing officer. Ward context: Dhole Patil.
545942b8-c865-49d0-a304-77a54636590b,cc2875f2-ad41-4438-a883-bd10bd62a24f,PMC-OCC-2026-000122,site_visit,2025-11-21,pending,ward_engineering,Occupancy workflow depends on completion and inspection evidence. Approved after review and document check. Ward context: Tilak Road.
18e04207-063f-422b-8abc-a38a13d5f940,09a7d9ca-1407-4463-9cbb-ddf51da0e9cc,BMC-STO-2026-000123,site_visit,2025-12-17,conditional,health_section,Storage and safety conditions to be confirmed on site. Marked under review by licensing officer. Ward context: F/N Ward.
4306cc9b-2a86-4dcc-baeb-b17255fcdce9,f31e5f17-6a51-4e38-834c-b6beb5c6b010,BMC-STO-2026-000124,joint_inspection,2026-03-01,satisfactory,ward_engineering,Storage and safety conditions to be confirmed on site. Approved after review and document check. Ward context: F/S Ward.
270bda1f-19a5-41a3-904c-39cf3613a582,5c30cb70-966e-4b42-968c-282a6b945938,BMC-OCC-2026-000125,desk_review,2026-03-01,pending,license_inspection,Occupancy workflow depends on completion and inspection evidence. Marked under review by licensing officer. Ward context: A Ward.
68b3560a-f83d-4185-9f88-433fb39bcbb7,b0fae7d9-7d3f-4f3a-a84c-996161c0056a,PMC-BPA-2026-000126,joint_inspection,2026-02-19,deficient,ward_engineering,Plan scrutiny linked to plot metadata and geotag. Returned or rejected after scrutiny due to deficiency. Ward context: Sinhagad Road.
b23ca7d8-add6-4597-9219-e55c5afa2368,aab88423-d03a-4eee-947b-b6ba95a1b076,BMC-SBD-2026-000128,joint_inspection,2025-12-28,pending,fire_referral_cell,Signage dimensions and road setback to be verified. Approved after review and document check. Ward context: E Ward.
526359d0-eaa2-4d54-8e29-f81ddb13b528,9aaca893-e74d-4db7-a26a-636d80feaf5c,PMC-OCC-2026-000130,joint_inspection,2026-01-21,pending,health_section,Occupancy workflow depends on completion and inspection evidence. Draft saved by desk operator. Ward context: Tilak Road.
b7d32e96-2130-460d-b5b6-04b98f901460,170f8f74-29b6-452e-9f8a-157a4cb3b90a,BMC-TRD-2026-000131,site_visit,2025-12-04,pending,health_section,Trade activity verified against property use and frontage. Marked under review by licensing officer. Ward context: M/E Ward.
d9a68f4c-8e67-40bf-81bd-10faadb9c47a,108a6e08-70f9-4e70-86d5-6eba959baa5c,BMC-TRD-2026-000132,desk_review,2025-12-11,conditional,fire_referral_cell,Trade activity verified against property use and frontage. Returned or rejected after scrutiny due to deficiency. Ward context: D Ward.
c41fab58-4913-49e6-b080-0ae429ef2e0b,62565f3c-4259-4d75-8225-f2fb3ed35104,BMC-FIR-2026-000133,joint_inspection,2026-03-02,satisfactory,license_inspection,Fire compliance referral generated for joint review. Marked under review by licensing officer. Ward context: P/N Ward.
166e75a2-be87-4f3e-97c5-ab1abab83f86,1d4c1247-1144-44bd-bd32-b6665854aa0f,PMC-TRD-2026-000134,site_visit,2025-11-24,satisfactory,fire_referral_cell,Trade activity verified against property use and frontage. Returned or rejected after scrutiny due to deficiency. Ward context: Shivajinagar Ghole Road.
6de1716c-9d7c-45c4-8bbf-c8a590c8311d,53795bb2-6839-469d-8898-54c1e9230448,PMC-TRD-2026-000135,site_visit,2025-12-03,pending,fire_referral_cell,Trade activity verified against property use and frontage. Marked under review by licensing officer. Ward context: Tilak Road.
f45a9d24-8f01-4aac-b8ca-3100bc4ee9bd,56c28c31-897c-4d73-b6de-08e72768847e,BMC-BPA-2026-000136,joint_inspection,2026-01-16,conditional,fire_referral_cell,Plan scrutiny linked to plot metadata and geotag. Submitted to ward workflow queue. Ward context: L Ward.
26b9113f-1487-43e0-86c3-c89b5aa41e29,72a8439d-f9c3-49a4-88d7-204caf0765ca,PMC-OCC-2026-000137,desk_review,2026-03-17,conditional,ward_engineering,Occupancy workflow depends on completion and inspection evidence. Approved after review and document check. Ward context: Hadapsar Mundhwa.
1630c3de-3e1e-4a74-9107-f3c7ab2a74e4,410894bf-5d7b-481d-9b57-010ce776e87f,PMC-FIR-2026-000138,site_visit,2026-02-02,satisfactory,ward_engineering,Fire compliance referral generated for joint review. Draft saved by desk operator. Ward context: Kasba Vishrambagwada.
6458ac5e-fada-47e9-a186-ae113e948d3e,790b0a14-e66e-4dd9-9151-5ab1dde30c41,PMC-OCC-2026-000139,joint_inspection,2026-01-15,deficient,license_inspection,Occupancy workflow depends on completion and inspection evidence. Submitted to ward workflow queue. Ward context: Dhankawadi Sahakarnagar.
da061867-fc6b-4fc0-bdbe-34aafba5c0aa,c320aa30-0d60-4846-8a48-9ee9d9ab3105,PMC-BPA-2026-000141,desk_review,2026-01-11,deficient,fire_referral_cell,Plan scrutiny linked to plot metadata and geotag. Submitted to ward workflow queue. Ward context: Kothrud Bavdhan.
36149574-eaaf-4181-a393-2029ac5f5a32,cb6f1700-48b2-44bd-8a6c-6aa935580b3c,BMC-TRD-2026-000142,desk_review,2026-03-13,satisfactory,ward_engineering,Trade activity verified against property use and frontage. Marked under review by licensing officer. Ward context: H/W Ward.
2c719f4b-955b-4190-8753-497f06bfd76e,f45bdd27-2c5f-4f5c-b5d2-a2c3c27c2c90,BMC-SBD-2026-000143,site_visit,2026-03-13,satisfactory,license_inspection,Signage dimensions and road setback to be verified. Marked under review by licensing officer. Ward context: K/E Ward.
0f6da52d-7a12-40de-80bf-627e7236d647,d046ac05-8cc8-4e0a-9879-539b306a716f,PMC-TRD-2026-000144,site_visit,2026-01-30,satisfactory,ward_engineering,Trade activity verified against property use and frontage. Returned or rejected after scrutiny due to deficiency. Ward context: Tilak Road.
32135632-5986-4fbf-a7e8-b0a4e2277e25,0040a518-4175-441e-8b01-8e90c35cb451,PMC-OCC-2026-000145,site_visit,2026-01-28,deficient,license_inspection,Occupancy workflow depends on completion and inspection evidence. Approved after review and document check. Ward context: Dhole Patil.
8db0dc52-059f-4a92-9ba4-a2620ed0c2ec,ab15e241-8064-4487-8e96-8df4adf99c43,BMC-OCC-2026-000146,desk_review,2025-12-23,conditional,fire_referral_cell,Occupancy workflow depends on completion and inspection evidence. Approved after review and document check. Ward context: K/W Ward.
fcc43f3d-6c0a-4d0c-b1d4-e4b0833cd988,8ba0d8ce-739a-407c-835f-9d2b74485901,PMC-STO-2026-000147,desk_review,2026-01-25,satisfactory,license_inspection,Storage and safety conditions to be confirmed on site. Draft saved by desk operator. Ward context: Aundh Baner.
5c3a4cd3-2d4d-40b7-9953-1aacfb94decf,0dd81fbd-c10d-4fd4-8b56-446f07d082f4,BMC-TRD-2026-000149,desk_review,2025-12-24,satisfactory,ward_engineering,Trade activity verified against property use and frontage. Draft saved by desk operator. Ward context: K/E Ward.
7b37f0d2-1b19-4264-b4ad-122825f23d65,9526de9a-a4ca-4f42-808a-96d677eb9c63,BMC-TRD-2026-000150,joint_inspection,2026-03-02,satisfactory,ward_engineering,Trade activity verified against property use and frontage. Submitted to ward workflow queue. Ward context: P/S Ward.
4761edce-ddd5-4cce-a240-97a4d1048a31,d66f0e77-c27d-4a1e-b31a-dbe5cc1fcb8f,BMC-FIR-2026-000152,site_visit,2026-03-23,pending,fire_referral_cell,Fire compliance referral generated for joint review. Marked under review by licensing officer. Ward context: G/S Ward.
797eec76-792c-434a-a3a5-eccf448af380,e0d24c08-0b4a-474e-b443-f96bbe95af47,PMC-TRD-2026-000153,joint_inspection,2026-02-18,pending,ward_engineering,Trade activity verified against property use and frontage. Marked under review by licensing officer. Ward context: Dhankawadi Sahakarnagar.
a2ccd0b9-d2df-40b1-b9f5-2d5e8b66b564,81dfd205-ac13-41bc-887e-850ffddd153f,BMC-HLT-2026-000156,site_visit,2026-03-23,pending,fire_referral_cell,Health clearance routed for departmental review. Draft saved by desk operator. Ward context: S Ward.
b072b80a-ed81-41d4-afe7-f9e8e0a54271,d7d91cc3-6845-44ad-8fc4-924f25ba4712,BMC-STO-2026-000158,site_visit,2025-11-27,deficient,ward_engineering,Storage and safety conditions to be confirmed on site. Submitted to ward workflow queue. Ward context: L Ward.
dbc1d61d-f880-4efe-807b-f78c3cbf7814,18964cb2-ac65-4cdf-9fe0-efe505275824,BMC-HLT-2026-000159,site_visit,2026-03-23,satisfactory,health_section,Health clearance routed for departmental review. Returned or rejected after scrutiny due to deficiency. Ward context: E Ward.
0dc9d655-0287-46c7-a8bc-4adcc82a1b1d,cead23ac-de44-41fb-b478-33c0959bb155,PMC-EST-2026-000161,desk_review,2026-03-28,satisfactory,license_inspection,Estate and title review required before disposal. Returned or rejected after scrutiny due to deficiency. Ward context: Aundh Baner.
9afe9515-7ec8-4ebe-8584-22f2812629f1,124e13dd-6a40-49f8-9dae-dd643380f62e,BMC-OCC-2026-000164,site_visit,2026-03-21,satisfactory,license_inspection,Occupancy workflow depends on completion and inspection evidence. Submitted to ward workflow queue. Ward context: K/W Ward.
825f6056-7f96-4a73-a082-ad37179a74ee,8011b202-72be-4d3c-b691-ebc69ee29c28,BMC-HLT-2026-000165,site_visit,2026-03-19,satisfactory,ward_engineering,Health clearance routed for departmental review. Approved after review and document check. Ward context: R/N Ward.
fa7c31cc-b86e-483a-a9ab-e60e5789eda7,466a1aa9-d039-419f-9fbd-33424abb091c,BMC-STO-2026-000166,site_visit,2025-11-21,satisfactory,fire_referral_cell,Storage and safety conditions to be confirmed on site. Draft saved by desk operator. Ward context: S Ward.
f149d3d3-9ba0-4873-b0df-d5364ed9dc99,c56bab1b-7784-444f-9761-e57c4d97462c,BMC-FIR-2026-000167,joint_inspection,2026-01-22,pending,health_section,Fire compliance referral generated for joint review. Marked under review by licensing officer. Ward context: G/N Ward.
b662ad7a-4f44-47cb-b187-cf0edd9d2506,3ff52a85-91f5-4ca8-b846-d7844b0a3940,BMC-OCC-2026-000168,site_visit,2026-03-19,deficient,ward_engineering,Occupancy workflow depends on completion and inspection evidence. Approved after review and document check. Ward context: R/C Ward.
a67bd043-8419-48c2-8fa7-e45bdfd96dfb,4aba5a96-fdd8-428e-a74a-50ffa7a6c276,BMC-HLT-2026-000169,site_visit,2026-01-07,satisfactory,health_section,Health clearance routed for departmental review. Submitted to ward workflow queue. Ward context: F/S Ward.
